season,leagueName,teamName,total_games,won,drawn,lost,ht_won,ht_drawn,ht_lost,ht_ft_won,GF,GA,GD,points_per_game,GF_per_game,xG_per_game,GF_to_xG_per_game,GA_per_game,GD_per_game,shots_per_game,shotsOnTarget_per_game,corners_per_game,win_ratio,drawn_ratio,loss_ratio,ht_win_ratio,ht_drawn_ratio,ht_lost_ratio,ht_ft_win_ratio
2020,"Serie A",Lazio,38,21,5,12,14,10,14,13,61,55,6,1.79,1.61,1.54,1.04,1.45,0.1579,13.82,4.89,4.97,0.5526,0.1316,0.3158,0.37,0.26,0.37,0.34
2014,Bundesliga,"Bayer Leverkusen",34,17,10,7,11,16,7,9,62,37,25,1.79,1.82,1.45,1.26,1.09,0.7353,16.29,5.68,5.94,0.5000,0.2941,0.2059,0.32,0.47,0.21,0.26
2020,Bundesliga,Wolfsburg,34,17,10,7,15,13,6,13,61,37,24,1.79,1.79,1.52,1.18,1.09,0.7059,14.03,5.03,5.18,0.5000,0.2941,0.2059,0.44,0.38,0.18,0.38
2018,"La Liga","Real Madrid",38,21,5,12,14,13,11,12,63,46,17,1.79,1.66,1.81,0.92,1.21,0.4474,15.63,5.68,5.82,0.5526,0.1316,0.3158,0.37,0.34,0.29,0.32
2019,"Ligue 1",Rennes,28,15,5,8,9,18,1,7,38,24,14,1.79,1.36,1.23,1.11,0.86,0.5000,12.25,4.18,4.43,0.5357,0.1786,0.2857,0.32,0.64,0.04,0.25
2016,"La Liga",Villarreal,38,19,10,9,16,15,7,13,56,33,23,1.76,1.47,1.37,1.07,0.87,0.6053,11.26,4.42,4.45,0.5000,0.2632,0.2368,0.42,0.39,0.18,0.34
2020,"Premier League",Chelsea,38,19,10,9,16,12,10,14,58,36,22,1.76,1.53,1.81,0.84,0.95,0.5789,14.68,5.47,5.97,0.5000,0.2632,0.2368,0.42,0.32,0.26,0.37
2015,"Serie A",Inter,38,20,7,11,14,17,7,11,50,38,12,1.76,1.32,1.43,0.92,1.00,0.3158,13.58,4.39,6.45,0.5263,0.1842,0.2895,0.37,0.45,0.18,0.29
2015,Bundesliga,"Bayer Leverkusen",34,18,6,10,11,14,9,11,56,40,16,1.76,1.65,1.56,1.06,1.18,0.4706,14.32,5.47,6.38,0.5294,0.1765,0.2941,0.32,0.41,0.26,0.32
2020,Bundesliga,"Eintracht Frankfurt",34,16,12,6,13,16,5,8,69,53,16,1.76,2.03,1.78,1.14,1.56,0.4706,13.15,5.09,6.03,0.4706,0.3529,0.1765,0.38,0.47,0.15,0.24
2019,"Ligue 1",Lille,28,15,4,9,12,12,4,12,35,27,8,1.75,1.25,1.46,0.86,0.96,0.2857,12.54,4.64,5.50,0.5357,0.1429,0.3214,0.43,0.43,0.14,0.43
2018,"Ligue 1",Saint-Etienne,38,19,9,10,13,19,6,11,59,41,18,1.74,1.55,1.52,1.02,1.08,0.4737,13.05,4.68,5.89,0.5000,0.2368,0.2632,0.34,0.50,0.16,0.29
2015,"Premier League","Manchester United",38,19,9,10,12,22,4,11,49,35,14,1.74,1.29,1.2,1.08,0.92,0.3684,11.32,3.79,6.00,0.5000,0.2368,0.2632,0.32,0.58,0.11,0.29
2015,"Premier League","Manchester City",38,19,9,10,11,19,8,11,71,41,30,1.74,1.87,1.74,1.07,1.08,0.7895,16.18,5.53,6.76,0.5000,0.2368,0.2632,0.29,0.50,0.21,0.29
2018,"Premier League","Manchester United",38,19,9,10,17,12,9,15,65,54,11,1.74,1.71,1.81,0.95,1.42,0.2895,13.84,5.92,5.26,0.5000,0.2368,0.2632,0.45,0.32,0.24,0.39
2019,"Premier League","Manchester United",38,18,12,8,21,7,10,16,66,36,30,1.74,1.74,1.74,1,0.95,0.7895,14.32,5.68,5.37,0.4737,0.3158,0.2105,0.55,0.18,0.26,0.42
2019,"Premier League",Chelsea,38,20,6,12,18,10,10,13,69,54,15,1.74,1.82,2.01,0.91,1.42,0.3947,16.45,5.87,6.50,0.5263,0.1579,0.3158,0.47,0.26,0.26,0.34
2020,"Premier League",Leicester,38,20,6,12,10,18,10,10,68,50,18,1.74,1.79,1.55,1.16,1.32,0.4737,12.71,4.82,5.63,0.5263,0.1579,0.3158,0.26,0.47,0.26,0.26
2018,"Serie A",Roma,38,18,12,8,16,12,10,11,66,48,18,1.74,1.74,1.8,0.96,1.26,0.4737,16.32,5.74,5.97,0.4737,0.3158,0.2105,0.42,0.32,0.26,0.29
2019,"Serie A","AC Milan",38,19,9,10,12,18,8,9,63,46,17,1.74,1.66,1.72,0.97,1.21,0.4474,16.29,5.21,5.45,0.5000,0.2368,0.2632,0.32,0.47,0.21,0.24
2016,"Ligue 1",Lyon,37,20,4,13,17,11,9,16,77,48,29,1.73,2.08,1.92,1.08,1.30,0.7838,15.49,5.62,6.73,0.5405,0.1081,0.3514,0.46,0.30,0.24,0.43
2015,"Ligue 1",Monaco,38,17,14,7,14,13,11,9,57,50,7,1.71,1.50,1.53,0.98,1.32,0.1842,11.16,4.45,5.39,0.4474,0.3684,0.1842,0.37,0.34,0.29,0.24
2015,"Ligue 1",Lyon,38,19,8,11,16,12,10,14,67,43,24,1.71,1.76,1.66,1.06,1.13,0.6316,14.71,5.37,4.76,0.5000,0.2105,0.2895,0.42,0.32,0.26,0.37
2020,"Premier League","West Ham",38,19,8,11,15,16,7,12,62,47,15,1.71,1.63,1.59,1.03,1.24,0.3947,12.34,4.34,4.42,0.5000,0.2105,0.2895,0.39,0.42,0.18,0.32
2018,Bundesliga,"Bayer Leverkusen",34,18,4,12,14,12,8,10,69,52,17,1.71,2.03,1.81,1.12,1.53,0.5000,15.18,5.82,5.56,0.5294,0.1176,0.3529,0.41,0.35,0.24,0.29
2014,"Premier League",Tottenham,38,19,7,12,13,13,12,12,58,53,5,1.68,1.53,1.38,1.11,1.39,0.1316,13.87,4.50,5.89,0.5000,0.1842,0.3158,0.34,0.34,0.32,0.32
2015,"Serie A",Fiorentina,38,18,10,10,16,14,8,14,60,42,18,1.68,1.58,1.4,1.13,1.11,0.4737,15.13,4.76,5.47,0.4737,0.2632,0.2632,0.42,0.37,0.21,0.37
2014,"Serie A",Fiorentina,38,18,10,10,13,14,11,11,61,46,15,1.68,1.61,1.6,1.01,1.21,0.3947,16.21,5.26,6.50,0.4737,0.2632,0.2632,0.34,0.37,0.29,0.29
2017,"Serie A","AC Milan",38,18,10,10,16,14,8,13,56,42,14,1.68,1.47,1.34,1.1,1.11,0.3684,16.05,5.87,6.42,0.4737,0.2632,0.2632,0.42,0.37,0.21,0.34
2015,"La Liga",Villarreal,38,18,10,10,13,14,11,11,44,35,9,1.68,1.16,1.07,1.09,0.92,0.2368,8.97,3.50,4.58,0.4737,0.2632,0.2632,0.34,0.37,0.29,0.29
2016,"La Liga","Real Sociedad",38,19,7,12,11,15,12,10,59,53,6,1.68,1.55,1.2,1.29,1.39,0.1579,12.92,4.37,5.68,0.5000,0.1842,0.3158,0.29,0.39,0.32,0.26
2016,"La Liga","Athletic Club",38,19,6,13,12,15,11,10,53,43,10,1.66,1.39,1.34,1.04,1.13,0.2632,12.79,4.87,5.79,0.5000,0.1579,0.3421,0.32,0.39,0.29,0.26
2015,"Ligue 1",Nice,38,18,9,11,16,14,8,12,58,41,17,1.66,1.53,1.19,1.28,1.08,0.4474,10.21,4.18,4.45,0.4737,0.2368,0.2895,0.42,0.37,0.21,0.32
2014,"Ligue 1",Bordeaux,38,17,12,9,9,19,10,7,47,44,3,1.66,1.24,1.27,0.97,1.16,0.0789,12.84,4.21,5.00,0.4474,0.3158,0.2368,0.24,0.50,0.26,0.18
2015,"Premier League",Southampton,38,18,9,11,15,14,9,12,59,41,18,1.66,1.55,1.48,1.05,1.08,0.4737,13.66,4.39,5.89,0.4737,0.2368,0.2895,0.39,0.37,0.24,0.32
2017,"Premier League",Arsenal,38,19,6,13,14,14,10,13,74,51,23,1.66,1.95,1.9,1.02,1.34,0.6053,15.58,6.16,5.92,0.5000,0.1579,0.3421,0.37,0.37,0.26,0.34
2016,"Serie A","AC Milan",38,18,9,11,9,18,11,8,57,45,12,1.66,1.50,1.57,0.96,1.18,0.3158,14.61,5.00,6.37,0.4737,0.2368,0.2895,0.24,0.47,0.29,0.21
2014,"Serie A",Napoli,38,18,9,11,12,15,11,10,70,54,16,1.66,1.84,1.7,1.09,1.42,0.4211,16.42,6.18,6.61,0.4737,0.2368,0.2895,0.32,0.39,0.29,0.26
2018,"Serie A",Torino,38,16,15,7,11,18,9,8,52,37,15,1.66,1.37,1.22,1.12,0.97,0.3947,13.66,4.76,4.82,0.4211,0.3947,0.1842,0.29,0.47,0.24,0.21
2020,"Serie A",Roma,38,18,9,11,18,10,10,13,68,55,13,1.66,1.79,1.9,0.94,1.45,0.3421,14.32,5.26,5.76,0.4737,0.2368,0.2895,0.47,0.26,0.26,0.34
2015,"Premier League","West Ham",38,16,14,8,15,11,12,11,65,51,14,1.63,1.71,1.43,1.19,1.34,0.3684,14.68,4.89,5.89,0.4211,0.3684,0.2105,0.39,0.29,0.32,0.29
2014,"Premier League",Liverpool,38,18,8,12,11,19,8,10,52,48,4,1.63,1.37,1.36,1.01,1.26,0.1053,15.53,5.05,5.21,0.4737,0.2105,0.3158,0.29,0.50,0.21,0.26
2019,"Premier League",Leicester,38,18,8,12,11,17,10,9,67,41,26,1.63,1.76,1.61,1.1,1.08,0.6842,14.21,5.03,5.84,0.4737,0.2105,0.3158,0.29,0.45,0.26,0.24
2020,"Premier League",Tottenham,38,18,8,12,18,11,9,11,68,45,23,1.63,1.79,1.49,1.2,1.18,0.6053,11.68,4.63,4.42,0.4737,0.2105,0.3158,0.47,0.29,0.24,0.29
2016,"Serie A",Inter,38,19,5,14,13,14,11,10,72,49,23,1.63,1.89,1.81,1.05,1.29,0.6053,16.74,5.53,8.05,0.5000,0.1316,0.3684,0.34,0.37,0.29,0.26
2019,"Serie A",Napoli,38,18,8,12,13,14,11,11,61,50,11,1.63,1.61,1.68,0.95,1.32,0.2895,18.05,6.11,5.84,0.4737,0.2105,0.3158,0.34,0.37,0.29,0.29
2020,"Serie A",Sassuolo,38,17,11,10,9,15,14,7,64,56,8,1.63,1.68,1.62,1.04,1.47,0.2105,13.95,4.76,5.47,0.4474,0.2895,0.2632,0.24,0.39,0.37,0.18
2015,"La Liga","Athletic Club",38,18,8,12,15,13,10,11,58,45,13,1.63,1.53,1.42,1.08,1.18,0.3421,12.00,4.29,5.45,0.4737,0.2105,0.3158,0.39,0.34,0.26,0.29
2020,"La Liga","Real Sociedad",38,17,11,10,15,16,7,13,59,38,21,1.63,1.55,1.66,0.93,1.00,0.5526,11.29,4.05,5.16,0.4474,0.2895,0.2632,0.39,0.42,0.18,0.34
2016,"Ligue 1",Marseille,38,17,11,10,11,18,9,11,57,41,16,1.63,1.50,1.42,1.06,1.08,0.4211,12.24,4.32,5.08,0.4474,0.2895,0.2632,0.29,0.47,0.24,0.29
2015,Bundesliga,"Borussia M.Gladbach",34,17,4,13,12,12,10,11,67,50,17,1.62,1.97,1.58,1.25,1.47,0.5000,13.44,5.65,4.29,0.5000,0.1176,0.3824,0.35,0.35,0.29,0.32
2017,Bundesliga,"Bayer Leverkusen",34,15,10,9,11,12,11,9,58,44,14,1.62,1.71,1.68,1.02,1.29,0.4118,15.00,5.06,5.03,0.4412,0.2941,0.2647,0.32,0.35,0.32,0.26
2017,Bundesliga,Hoffenheim,34,15,10,9,15,12,7,10,66,48,18,1.62,1.94,1.49,1.3,1.41,0.5294,13.97,5.29,4.65,0.4412,0.2941,0.2647,0.44,0.35,0.21,0.29
2017,Bundesliga,"Borussia Dortmund",34,15,10,9,15,10,9,12,64,47,17,1.62,1.88,1.94,0.97,1.38,0.5000,14.26,5.18,4.76,0.4412,0.2941,0.2647,0.44,0.29,0.26,0.35
2018,Bundesliga,Wolfsburg,34,16,7,11,10,15,9,9,62,50,12,1.62,1.82,1.46,1.25,1.47,0.3529,12.47,4.88,5.15,0.4706,0.2059,0.3235,0.29,0.44,0.26,0.26
2018,Bundesliga,"Borussia M.Gladbach",34,16,7,11,6,17,11,6,55,42,13,1.62,1.62,1.62,1,1.24,0.3824,13.44,4.65,5.56,0.4706,0.2059,0.3235,0.18,0.50,0.32,0.18
2016,"Premier League",Everton,38,17,10,11,10,18,10,7,62,44,18,1.61,1.63,1.31,1.25,1.16,0.4737,13.21,5.03,5.16,0.4474,0.2632,0.2895,0.26,0.47,0.26,0.18
2020,"Premier League",Arsenal,38,18,7,13,11,17,10,11,55,39,16,1.61,1.45,1.37,1.05,1.03,0.4211,12.05,4.00,5.47,0.4737,0.1842,0.3421,0.29,0.45,0.26,0.29
2015,"Serie A",Sassuolo,38,16,13,9,10,20,8,9,49,40,9,1.61,1.29,1.25,1.04,1.05,0.2368,12.82,4.00,5.32,0.4211,0.3421,0.2368,0.26,0.53,0.21,0.24
2017,"La Liga",Villarreal,38,18,7,13,16,12,10,11,57,50,7,1.61,1.50,1.46,1.02,1.32,0.1842,12.47,4.45,4.71,0.4737,0.1842,0.3421,0.42,0.32,0.26,0.29
2018,"La Liga",Valencia,38,15,16,7,15,17,6,11,51,35,16,1.61,1.34,1.63,0.82,0.92,0.4211,12.58,4.37,5.16,0.3947,0.4211,0.1842,0.39,0.45,0.16,0.29
2020,"La Liga","Real Betis",38,17,10,11,10,19,9,6,50,50,0,1.61,1.32,1.31,1,1.32,0.0000,11.66,4.21,4.84,0.4474,0.2632,0.2895,0.26,0.50,0.24,0.16
2018,"Ligue 1",Marseille,38,18,7,13,12,16,10,10,60,52,8,1.61,1.58,1.37,1.15,1.37,0.2105,13.89,4.47,5.92,0.4737,0.1842,0.3421,0.32,0.42,0.26,0.26
2018,Bundesliga,"Eintracht Frankfurt",34,15,9,10,12,14,8,10,60,48,12,1.59,1.76,1.82,0.97,1.41,0.3529,12.32,4.53,5.26,0.4412,0.2647,0.2941,0.35,0.41,0.24,0.29
2015,"Premier League",Liverpool,38,16,12,10,11,21,6,9,63,50,13,1.58,1.66,1.43,1.16,1.32,0.3421,16.55,5.32,6.97,0.4211,0.3158,0.2632,0.29,0.55,0.16,0.24
2014,"Premier League",Southampton,38,18,6,14,10,20,8,9,54,33,21,1.58,1.42,1.45,0.98,0.87,0.5526,13.42,4.45,5.50,0.4737,0.1579,0.3684,0.26,0.53,0.21,0.24
2016,"Serie A",Fiorentina,38,16,12,10,13,8,17,9,63,57,6,1.58,1.66,1.45,1.14,1.50,0.1579,16.16,5.95,6.16,0.4211,0.3158,0.2632,0.34,0.21,0.45,0.24
2017,"Serie A",Atalanta,38,16,12,10,10,20,8,7,57,39,18,1.58,1.50,1.69,0.89,1.03,0.4737,15.16,5.24,6.03,0.4211,0.3158,0.2632,0.26,0.53,0.21,0.18
2015,"La Liga","Celta Vigo",38,17,9,12,15,13,10,13,51,59,-8,1.58,1.34,1.32,1.02,1.55,-0.2105,11.66,4.08,5.16,0.4474,0.2368,0.3158,0.39,0.34,0.26,0.34
2014,"La Liga",Villarreal,38,16,12,10,11,21,6,9,48,37,11,1.58,1.26,1.49,0.85,0.97,0.2895,13.34,4.66,6.03,0.4211,0.3158,0.2632,0.29,0.55,0.16,0.24
2017,"La Liga","Real Betis",38,18,6,14,10,18,10,8,60,61,-1,1.58,1.58,1.23,1.28,1.61,-0.0263,10.92,4.34,3.66,0.4737,0.1579,0.3684,0.26,0.47,0.26,0.21
2019,"La Liga",Villarreal,38,18,6,14,16,15,7,12,63,49,14,1.58,1.66,1.73,0.96,1.29,0.3684,13.00,4.55,3.89,0.4737,0.1579,0.3684,0.42,0.39,0.18,0.32
2015,"Ligue 1",Lille,38,15,15,8,13,21,4,10,39,27,12,1.58,1.03,1.1,0.94,0.71,0.3158,12.55,4.08,5.21,0.3947,0.3947,0.2105,0.34,0.55,0.11,0.26
2020,"Ligue 1",Marseille,38,16,12,10,15,17,6,11,54,47,7,1.58,1.42,1.3,1.1,1.24,0.1842,10.05,3.63,4.58,0.4211,0.3158,0.2632,0.39,0.45,0.16,0.29
2017,Bundesliga,"RasenBallsport Leipzig",34,15,8,11,13,10,11,10,57,53,4,1.56,1.68,1.51,1.11,1.56,0.1176,14.32,5.24,4.91,0.4412,0.2353,0.3235,0.38,0.29,0.32,0.29
2018,Bundesliga,"Werder Bremen",34,14,11,9,12,11,11,11,58,49,9,1.56,1.71,1.45,1.18,1.44,0.2647,13.82,5.21,4.94,0.4118,0.3235,0.2647,0.35,0.32,0.32,0.32
2019,"Premier League",Tottenham,38,16,11,11,17,8,13,11,61,47,14,1.55,1.61,1.29,1.24,1.24,0.3684,11.68,4.21,5.26,0.4211,0.2895,0.2895,0.45,0.21,0.34,0.29
2019,"Premier League","Wolverhampton Wanderers",38,15,14,9,7,14,17,7,51,40,11,1.55,1.34,1.43,0.94,1.05,0.2895,12.08,3.84,5.08,0.3947,0.3684,0.2368,0.18,0.37,0.45,0.18
2020,"Premier League",Leeds,38,18,5,15,9,16,13,9,62,54,8,1.55,1.63,1.56,1.05,1.42,0.2105,13.74,5.24,6.08,0.4737,0.1316,0.3947,0.24,0.42,0.34,0.24
2020,"Premier League",Everton,38,17,8,13,12,19,7,11,47,48,-1,1.55,1.24,1.3,0.95,1.26,-0.0263,10.53,3.89,4.39,0.4474,0.2105,0.3421,0.32,0.50,0.18,0.29
2014,"Serie A",Genoa,38,16,11,11,14,14,10,8,62,47,15,1.55,1.63,1.51,1.08,1.24,0.3947,12.87,4.63,6.11,0.4211,0.2895,0.2895,0.37,0.37,0.26,0.21
2018,"Serie A",Lazio,38,17,8,13,16,14,8,13,56,46,10,1.55,1.47,1.61,0.91,1.21,0.2632,16.08,5.05,5.95,0.4474,0.2105,0.3421,0.42,0.37,0.21,0.34
2018,"La Liga",Sevilla,38,17,8,13,9,16,13,8,62,47,15,1.55,1.63,1.82,0.9,1.24,0.3947,13.92,4.68,5.87,0.4474,0.2105,0.3421,0.24,0.42,0.34,0.21
2018,"La Liga",Getafe,38,15,14,9,10,20,8,8,48,35,13,1.55,1.26,1.24,1.02,0.92,0.3421,10.58,3.42,4.16,0.3947,0.3684,0.2368,0.26,0.53,0.21,0.21
2016,"Ligue 1",Bordeaux,38,15,14,9,14,14,10,10,53,43,10,1.55,1.39,1.37,1.02,1.13,0.2632,11.84,4.08,4.24,0.3947,0.3684,0.2368,0.37,0.37,0.26,0.26
2018,"Ligue 1",Montpellier,38,15,14,9,9,22,7,6,53,42,11,1.55,1.39,1.23,1.14,1.11,0.2895,13.34,4.53,4.50,0.3947,0.3684,0.2368,0.24,0.58,0.18,0.16
2017,"La Liga",Sevilla,38,17,7,14,9,17,12,8,49,58,-9,1.53,1.29,1.62,0.8,1.53,-0.2368,13.63,4.87,5.82,0.4474,0.1842,0.3684,0.24,0.45,0.32,0.21
2020,"La Liga",Villarreal,38,15,13,10,16,12,10,11,60,44,16,1.53,1.58,1.52,1.04,1.16,0.4211,10.68,4.29,4.21,0.3947,0.3421,0.2632,0.42,0.32,0.26,0.29
2015,"Ligue 1",Saint-Etienne,38,17,7,14,6,25,7,6,42,37,5,1.53,1.11,1.2,0.92,0.97,0.1316,11.47,3.58,5.50,0.4474,0.1842,0.3684,0.16,0.66,0.18,0.16
2017,"Ligue 1",Rennes,38,16,10,12,9,19,10,6,50,44,6,1.53,1.32,1.24,1.06,1.16,0.1579,12.32,3.87,5.74,0.4211,0.2632,0.3158,0.24,0.50,0.26,0.16
2020,"Ligue 1",Rennes,38,16,10,12,13,12,13,9,52,40,12,1.53,1.37,1.23,1.11,1.05,0.3158,13.47,4.34,5.21,0.4211,0.2632,0.3158,0.34,0.32,0.34,0.24
2015,Bundesliga,"Schalke 04",34,15,7,12,10,15,9,8,51,49,2,1.53,1.50,1.39,1.08,1.44,0.0588,14.32,4.79,5.00,0.4412,0.2059,0.3529,0.29,0.44,0.26,0.24
2019,Bundesliga,Hoffenheim,34,15,7,12,7,13,14,6,53,53,0,1.53,1.56,1.67,0.94,1.56,0.0000,13.29,4.76,5.12,0.4412,0.2059,0.3529,0.21,0.38,0.41,0.18
2020,Bundesliga,"Bayer Leverkusen",34,14,10,10,14,14,6,11,53,39,14,1.53,1.56,1.39,1.12,1.15,0.4118,13.06,4.97,5.41,0.4118,0.2941,0.2941,0.41,0.41,0.18,0.32
2018,"Premier League","Wolverhampton Wanderers",38,16,9,13,8,17,13,6,47,46,1,1.50,1.24,1.4,0.89,1.21,0.0263,12.53,4.00,5.13,0.4211,0.2368,0.3421,0.21,0.45,0.34,0.16
2015,"Serie A","AC Milan",38,15,12,11,12,17,9,11,49,43,6,1.50,1.29,1.42,0.91,1.13,0.1579,14.42,4.55,6.05,0.3947,0.3158,0.2895,0.32,0.45,0.24,0.29
2017,"Serie A",Fiorentina,38,16,9,13,13,15,10,12,54,46,8,1.50,1.42,1.42,1,1.21,0.2105,16.24,4.97,5.53,0.4211,0.2368,0.3421,0.34,0.39,0.26,0.32
2017,Bundesliga,"VfB Stuttgart",34,15,6,13,12,14,8,11,36,36,0,1.50,1.06,1.12,0.95,1.06,0.0000,10.68,3.62,4.18,0.4412,0.1765,0.3824,0.35,0.41,0.24,0.32
2018,Bundesliga,Hoffenheim,34,13,12,9,15,10,9,7,70,52,18,1.50,2.06,2.35,0.88,1.53,0.5294,18.03,6.62,5.35,0.3824,0.3529,0.2647,0.44,0.29,0.26,0.21
2020,"Ligue 1",Lens,38,15,12,11,16,9,13,12,55,54,1,1.50,1.45,1.48,0.98,1.42,0.0263,11.79,3.79,5.11,0.3947,0.3158,0.2895,0.42,0.24,0.34,0.32
2016,"La Liga",Espanyol,38,15,11,12,9,20,9,8,49,50,-1,1.47,1.29,0.86,1.51,1.32,-0.0263,9.03,3.37,3.63,0.3947,0.2895,0.3158,0.24,0.53,0.24,0.21
2019,"La Liga","Real Sociedad",38,16,8,14,9,20,9,6,56,48,8,1.47,1.47,1.34,1.1,1.26,0.2105,11.29,3.84,4.76,0.4211,0.2105,0.3684,0.24,0.53,0.24,0.16
2019,"La Liga",Granada,38,16,8,14,11,16,11,10,52,45,7,1.47,1.37,1.18,1.16,1.18,0.1842,10.34,3.37,4.29,0.4211,0.2105,0.3684,0.29,0.42,0.29,0.26
2014,"Ligue 1",Montpellier,38,16,8,14,11,15,12,11,46,39,7,1.47,1.21,1.19,1.01,1.03,0.1842,10.24,3.63,4.58,0.4211,0.2105,0.3684,0.29,0.39,0.32,0.29
2014,"Ligue 1",Lille,38,16,8,14,11,18,9,8,43,42,1,1.47,1.13,1.08,1.05,1.11,0.0263,12.18,3.92,4.34,0.4211,0.2105,0.3684,0.29,0.47,0.24,0.21
2018,"Ligue 1",Nice,38,15,11,12,12,15,11,9,30,35,-5,1.47,0.79,1.14,0.69,0.92,-0.1316,11.55,3.45,4.53,0.3947,0.2895,0.3158,0.32,0.39,0.29,0.24
2014,"Premier League",Swansea,38,16,8,14,7,22,9,7,46,49,-3,1.47,1.21,1.08,1.12,1.29,-0.0789,11.21,3.89,3.97,0.4211,0.2105,0.3684,0.18,0.58,0.24,0.18
2019,"Premier League",Arsenal,38,14,14,10,14,11,13,7,56,48,8,1.47,1.47,1.34,1.1,1.26,0.2105,10.68,3.97,6.08,0.3684,0.3684,0.2632,0.37,0.29,0.34,0.18
2014,"Serie A",Sampdoria,38,13,17,8,8,21,9,6,48,42,6,1.47,1.26,1.25,1.01,1.11,0.1579,13.24,4.08,5.58,0.3421,0.4474,0.2105,0.21,0.55,0.24,0.16
2015,Bundesliga,"Hertha Berlin",34,14,8,12,11,16,7,10,42,42,0,1.47,1.24,1.06,1.17,1.24,0.0000,9.74,3.74,4.21,0.4118,0.2353,0.3529,0.32,0.47,0.21,0.29
2015,Bundesliga,"Mainz 05",34,14,8,12,13,16,5,11,46,42,4,1.47,1.35,1.41,0.96,1.24,0.1176,11.26,4.38,4.26,0.4118,0.2353,0.3529,0.38,0.47,0.15,0.32
2020,Bundesliga,"Union Berlin",34,12,14,8,8,19,7,4,50,43,7,1.47,1.47,1.35,1.09,1.26,0.2059,11.68,4.18,4.12,0.3529,0.4118,0.2353,0.24,0.56,0.21,0.12
2019,"Ligue 1",Reims,28,10,11,7,7,16,5,5,26,21,5,1.46,0.93,1.03,0.9,0.75,0.1786,11.75,3.21,5.11,0.3571,0.3929,0.2500,0.25,0.57,0.18,0.18
2019,"Ligue 1",Nice,28,11,8,9,8,11,9,6,41,38,3,1.46,1.46,1.3,1.12,1.36,0.1071,12.11,4.71,4.68,0.3929,0.2857,0.3214,0.29,0.39,0.32,0.21
2016,"La Liga",Alaves,38,14,13,11,9,21,8,7,41,43,-2,1.45,1.08,1.12,0.96,1.13,-0.0526,10.34,3.50,3.63,0.3684,0.3421,0.2895,0.24,0.55,0.21,0.18
2014,"La Liga","Athletic Club",38,15,10,13,13,13,12,10,42,41,1,1.45,1.11,1.2,0.92,1.08,0.0263,11.66,3.79,5.50,0.3947,0.2632,0.3421,0.34,0.34,0.32,0.26
2017,"La Liga",Getafe,38,15,10,13,9,21,8,7,42,33,9,1.45,1.11,1.29,0.86,0.87,0.2368,9.82,3.53,4.76,0.3947,0.2632,0.3421,0.24,0.55,0.21,0.18
2017,"Ligue 1",Saint-Etienne,38,15,10,13,10,14,14,7,47,50,-3,1.45,1.24,1.34,0.92,1.32,-0.0789,11.11,4.08,4.79,0.3947,0.2632,0.3421,0.26,0.37,0.37,0.18
2017,"Ligue 1",Bordeaux,38,16,7,15,16,14,8,14,53,48,5,1.45,1.39,1.38,1.01,1.26,0.1316,12.42,4.05,4.71,0.4211,0.1842,0.3947,0.42,0.37,0.21,0.37
2018,"Ligue 1",Reims,38,13,16,9,13,14,11,11,39,42,-3,1.45,1.03,0.98,1.05,1.11,-0.0789,10.68,3.63,4.32,0.3421,0.4211,0.2368,0.34,0.37,0.29,0.29
2020,"Premier League","Aston Villa",38,16,7,15,15,15,8,11,55,46,9,1.45,1.45,1.49,0.97,1.21,0.2368,13.71,4.92,5.66,0.4211,0.1842,0.3947,0.39,0.39,0.21,0.29
2014,"Serie A",Inter,38,14,13,11,10,20,8,9,59,48,11,1.45,1.55,1.5,1.03,1.26,0.2895,16.18,4.84,6.16,0.3684,0.3421,0.2895,0.26,0.53,0.21,0.24
2016,Bundesliga,"FC Cologne",34,12,13,9,9,17,8,7,51,42,9,1.44,1.50,1.33,1.12,1.24,0.2647,10.53,3.50,3.65,0.3529,0.3824,0.2647,0.26,0.50,0.24,0.21
2016,Bundesliga,"Hertha Berlin",34,15,4,15,9,10,15,8,43,47,-4,1.44,1.26,1.12,1.13,1.38,-0.1176,10.18,3.74,3.44,0.4412,0.1176,0.4412,0.26,0.29,0.44,0.24
2014,Bundesliga,Augsburg,34,15,4,15,6,15,13,5,43,43,0,1.44,1.26,1.29,0.98,1.26,0.0000,13.47,4.41,4.38,0.4412,0.1176,0.4412,0.18,0.44,0.38,0.15
2017,Bundesliga,"Eintracht Frankfurt",34,14,7,13,15,8,11,11,45,45,0,1.44,1.32,1.21,1.1,1.32,0.0000,11.38,4.32,4.62,0.4118,0.2059,0.3824,0.44,0.24,0.32,0.32
2019,Bundesliga,Wolfsburg,34,13,10,11,10,14,10,9,48,46,2,1.44,1.41,1.6,0.88,1.35,0.0588,13.94,4.68,4.91,0.3824,0.2941,0.3235,0.29,0.41,0.29,0.26
2020,Bundesliga,"Borussia M.Gladbach",34,13,10,11,13,15,6,6,64,56,8,1.44,1.88,1.59,1.18,1.65,0.2353,13.35,5.21,5.21,0.3824,0.2941,0.3235,0.38,0.44,0.18,0.18
2019,"Ligue 1",Monaco,28,11,7,10,10,11,7,6,44,44,0,1.43,1.57,1.73,0.91,1.57,0.0000,13.50,5.00,4.71,0.3929,0.2500,0.3571,0.36,0.39,0.25,0.21
